"","Date","Troop","AggressorID","VictimID","ResultWLDU","winner","loser"
"1",2012-05-28,"rbm","phoe","beli",1,"phoe","beli"
"2",2012-05-28,"rbm","phoe","beli",1,"phoe","beli"
"3",2012-05-28,"rbm","sash","carm",1,"sash","carm"
"4",2012-05-28,"rbm","lola","phoe",1,"lola","phoe"
"5",2012-05-28,"rbm","tyle","stee",1,"tyle","stee"
"6",2012-05-29,"rst","lex","evan",1,"lex","evan"
"7",2012-05-29,"rst","ozzy","lex",1,"ozzy","lex"
"8",2012-05-29,"rst","lex","ozzy",2,"lex","ozzy"
"9",2012-05-29,"rst","kins","lex",1,"kins","lex"
"10",2012-05-29,"rst","laya","kins",1,"laya","kins"
"11",2012-05-29,"rst","kins","dodg",2,"kins","dodg"
"12",2012-05-29,"rst","dodg","ozzy",4,"dodg","ozzy"
"13",2012-05-29,"rst","dodg","lex",3,"dodg","lex"
"14",2012-05-29,"rst","lex","evan",1,"lex","evan"
"15",2012-05-29,"rst","pris","heid",1,"pris","heid"
"16",2012-05-29,"rst","meg","heid",1,"meg","heid"
"17",2012-05-29,"rst","izzy","nina",1,"izzy","nina"
"18",2012-05-30,"rst","tom","dext",1,"tom","dext"
"19",2012-05-30,"rst","tom","mclo",1,"tom","mclo"
"20",2012-05-30,"rst","ozzy","dodg",1,"ozzy","dodg"
"21",2012-06-01,"rbm","scar","carm",1,"scar","carm"
"22",2012-06-01,"rbm","ging","carm",1,"ging","carm"
"23",2012-06-01,"rst","dodg","ozzy",3,"dodg","ozzy"
"24",2012-06-01,"rst","dott","xena",1,"dott","xena"
"25",2012-06-01,"rbm","sash","fay",1,"sash","fay"
"26",2012-06-01,"rbm","sash","holl",1,"sash","holl"
"27",2012-06-04,"rbm","sash","tori",1,"sash","tori"
"28",2012-06-04,"rbm","sash","beli",1,"sash","beli"
"29",2012-06-04,"rbm","holl","beli",1,"holl","beli"
"30",2012-06-04,"rbm","king","ralp",1,"king","ralp"
"31",2012-06-05,"rst","lola","phoe",1,"lola","phoe"
"32",2012-06-05,"rbm","fay","tori",1,"fay","tori"
"33",2012-06-05,"rbm","scar","lola",1,"scar","lola"
"34",2012-06-05,"rbm","ralp","zool",1,"ralp","zool"
"35",2012-06-05,"rbm","sash","tori",1,"sash","tori"
"36",2012-06-05,"rbm","sash","dq",1,"sash","dq"
"37",2012-06-05,"rbm","fay","tori",1,"fay","tori"
"38",2012-06-07,"rbm","rasp","ging",1,"rasp","ging"
"39",2012-06-07,"rst","laya","laur",1,"laya","laur"
"40",2012-06-07,"rst","mclo","obi",1,"mclo","obi"
"41",2012-06-07,"rst","izzy","evan",4,"izzy","evan"
"42",2012-06-08,"rbm","scar","wokb",1,"scar","wokb"
"43",2012-06-08,"rst","heid","uma",1,"heid","uma"
"44",2012-06-08,"rbm","scar","phoe",1,"scar","phoe"
"45",2012-06-08,"rbm","phoe","dq",1,"phoe","dq"
"46",2012-06-11,"rst","dant","drac",1,"dant","drac"
"47",2012-06-11,"rst","alla","drac",1,"alla","drac"
"48",2012-06-11,"rst","pris","izzy",1,"pris","izzy"
"49",2012-06-13,"rbm","scar","tori",1,"scar","tori"
"50",2012-06-13,"rbm","holl","beli",1,"holl","beli"
"51",2012-06-13,"rbm","sash","ging",1,"sash","ging"
"52",2012-06-14,"rbm","king","larr",1,"king","larr"
"53",2012-06-14,"rbm","sash","lola",1,"sash","lola"
"54",2012-06-14,"rbm","fay","lola",1,"fay","lola"
"55",2012-06-14,"rbm","sash","carm",1,"sash","carm"
"56",2012-06-14,"rbm","zool","ralp",1,"zool","ralp"
"57",2012-06-15,"rbm","sash","holl",1,"sash","holl"
"58",2012-06-15,"rst","paul","drac",1,"paul","drac"
"59",2012-06-18,"rbm","sash","holl",1,"sash","holl"
"60",2012-06-18,"rbm","sash","holl",1,"sash","holl"
"61",2012-06-18,"rbm","scar","ging",1,"scar","ging"
"62",2012-06-18,"rbm","fay","ocea",1,"fay","ocea"
"63",2012-06-19,"rbm","dq","holl",1,"dq","holl"
"64",2012-06-19,"rbm","lola","ocea",1,"lola","ocea"
"65",2012-06-20,"rst","paul","xavi",1,"paul","xavi"
"66",2012-06-25,"rst","pris","mand",1,"pris","mand"
"67",2012-06-25,"rst","razo","paul",2,"razo","paul"
"68",2012-06-25,"rst","dott","xena",1,"dott","xena"
"69",2012-06-25,"rst","dott","xena",1,"dott","xena"
"70",2012-06-25,"rst","dott","xena",1,"dott","xena"
"71",2012-06-25,"rst","paul","dodg",1,"paul","dodg"
"72",2012-06-25,"rst","dott","xena",1,"dott","xena"
"73",2012-06-25,"rst","paul","dodg",1,"paul","dodg"
"74",2012-06-25,"rst","izzy","kins",1,"izzy","kins"
"75",2012-06-28,"rbm","dq","holl",1,"dq","holl"
"76",2012-06-28,"rbm","king","zool",1,"king","zool"
"77",2012-06-29,"rbm","phoe","ging",1,"phoe","ging"
"78",2012-06-29,"rbm","inf","wokb",1,"inf","wokb"
"79",2012-06-29,"rbm","king","zool",1,"king","zool"
"80",2012-06-29,"rbm","phoe","dq",1,"phoe","dq"
"81",2012-06-29,"rbm","phoe","beli",1,"phoe","beli"
"82",2012-06-29,"rbm","scar","ocea",1,"scar","ocea"
"83",2012-07-02,"rbm","fay","carm",1,"fay","carm"
"84",2012-07-03,"rbm","scar","ging",1,"scar","ging"
"85",2012-07-03,"rbm","lola","dq",1,"lola","dq"
"86",2012-07-03,"rbm","lola","wokb",1,"lola","wokb"
"87",2012-07-03,"rbm","lola","wokb",1,"lola","wokb"
"88",2012-07-03,"rbm","scar","beli",1,"scar","beli"
"89",2012-07-04,"rbm","pris","uma",1,"pris","uma"
"90",2012-07-04,"rst","pris","meg",1,"pris","meg"
"91",2012-07-04,"rst","pris","nina",1,"pris","nina"
"92",2012-07-04,"rst","pris","nina",1,"pris","nina"
"93",2012-07-04,"rst","pris","ruby",1,"pris","ruby"
"94",2012-07-04,"rst","pris","meg",1,"pris","meg"
"95",2012-07-05,"rst","pris","dott",1,"pris","dott"
"96",2012-07-05,"rst","pris","dott",1,"pris","dott"
"97",2012-07-05,"rst","pris","dott",1,"pris","dott"
"98",2012-07-09,"rbm","rasp","zool",1,"rasp","zool"
"99",2012-07-09,"rbm","tori","beli",1,"tori","beli"
"100",2012-07-09,"rbm","sash","dq",1,"sash","dq"
"101",2012-07-09,"rbm","sash","phoe",1,"sash","phoe"
"102",2012-07-10,"rbm","sash","phoe",1,"sash","phoe"
"103",2012-07-10,"rbm","ruth","puzz",4,"ruth","puzz"
"104",2012-07-11,"rst","pris","shum",1,"pris","shum"
"105",2012-07-12,"rst","tom","drac",1,"tom","drac"
"106",2012-07-12,"rst","tear","ruby",1,"tear","ruby"
"107",2012-07-13,"rbm","scar","fay",1,"scar","fay"
"108",2012-07-13,"rbm","fay","wokb",1,"fay","wokb"
"109",2012-07-13,"rst","pris","mand",1,"pris","mand"
"110",2012-07-13,"rst","pris","meg",1,"pris","meg"
"111",2012-07-13,"rst","dodg","dext",1,"dodg","dext"
"112",2012-07-13,"rst","dodg","evan",1,"dodg","evan"
"113",2012-07-17,"rst","pris","mand",1,"pris","mand"
"114",2012-07-17,"rst","paul","dodg",1,"paul","dodg"
"115",2012-07-18,"rst","pris","arwe",1,"pris","arwe"
"116",2012-07-18,"rst","pris","arwe",1,"pris","arwe"
"117",2012-07-18,"rst","evan","chew",1,"evan","chew"
"118",2012-07-18,"rst","tom","dext",1,"tom","dext"
"119",2012-07-18,"rst","pris","dott",1,"pris","dott"
"120",2012-07-18,"rst","meg","nina",1,"meg","nina"
"121",2012-07-18,"rst","meg","nina",1,"meg","nina"
"122",2012-07-18,"rst","meg","heid",1,"meg","heid"
"123",2012-07-18,"rst","pris","laur",1,"pris","laur"
"124",2012-07-18,"rst","pris","uma",1,"pris","uma"
"125",2012-07-19,"rst","pris","uma",1,"pris","uma"
"126",2012-07-19,"rbm","sash","carm",1,"sash","carm"
"127",2012-07-19,"rst","heid","tear",1,"heid","tear"
"128",2012-07-19,"rst","nina","tear",1,"nina","tear"
"129",2012-07-19,"rbm","char","juve",1,"char","juve"
"130",2012-07-19,"rbm","phoe","beli",1,"phoe","beli"
"131",2012-07-23,"rst","laya","laur",1,"laya","laur"
"132",2012-07-23,"rst","pris","mand",1,"pris","mand"
"133",2012-07-24,"rst","tom","obi",1,"tom","obi"
"134",2012-07-24,"rst","tom","dant",1,"tom","dant"
"135",2012-07-25,"rbm","scar","holl",1,"scar","holl"
"136",2012-07-25,"rbm","sash","ocea",1,"sash","ocea"
"137",2012-07-25,"pt","arby","leit",4,"arby","leit"
"138",2012-07-26,"rbm","sash","ocea",1,"sash","ocea"
"139",2012-07-26,"rbm","sash","carm",1,"sash","carm"
"140",2012-07-30,"pt","mick","crut",4,"mick","crut"
"141",2012-07-31,"rbm","sash","holl",1,"sash","holl"
"142",2012-08-01,"rst","uma","shum",1,"uma","shum"
"143",2012-08-01,"rst","arwe","dott",1,"arwe","dott"
"144",2012-08-01,"rst","arwe","nina",1,"arwe","nina"
"145",2012-08-01,"rst","nina","kins",1,"nina","kins"
"146",2012-08-01,"rst","laya","nina",1,"laya","nina"
"147",2012-08-02,"pt","mick","saf",4,"mick","saf"
"148",2012-08-02,"rbm","sash","carm",1,"sash","carm"
"149",2012-08-02,"rbm","scar","beli",1,"scar","beli"
"150",2012-08-02,"rbm","scar","beli",1,"scar","beli"
"151",2012-08-02,"pt","tyso","oliv",4,"tyso","oliv"
"152",2012-08-03,"rbm","sash","tori",1,"sash","tori"
"153",2012-08-03,"rbm","sash","dq",1,"sash","dq"
"154",2012-08-03,"rbm","carm","ging",3,"carm","ging"
"155",2012-08-03,"rbm","scar","fay",1,"scar","fay"
"156",2012-08-03,"pt","keit","oliv",4,"keit","oliv"
"157",2012-08-06,"rst","dant","dext",1,"dant","dext"
"158",2012-08-09,"rst","meg","uma",1,"meg","uma"
"159",2012-08-09,"rst","meg","uma",1,"meg","uma"
"160",2012-08-09,"rst","pris","nina",1,"pris","nina"
"161",2012-08-09,"rst","laya","ruby",1,"laya","ruby"
"162",2012-08-09,"rst","meg","cycl",1,"meg","cycl"
"163",2012-08-09,"rst","pris","meg",1,"pris","meg"
"164",2012-08-09,"rst","pris","dott",1,"pris","dott"
"165",2012-08-09,"rst","nina","kins",1,"nina","kins"
"166",2012-08-10,"rst","dant","evan",1,"dant","evan"
"167",2012-08-10,"rst","pris","dott",1,"pris","dott"
"168",2012-08-10,"rst","pris","uma",1,"pris","uma"
"169",2012-08-10,"rst","nina","kins",1,"nina","kins"
"170",2012-08-10,"rst","dodg","dant",1,"dodg","dant"
"171",2012-08-10,"pt","arby","leit",4,"arby","leit"
"172",2012-08-14,"rbm","sash","holl",1,"sash","holl"
"173",2012-08-15,"rbm","sash","fay",1,"sash","fay"
"174",2012-08-16,"rst","dott","ruby",1,"dott","ruby"
"175",2012-08-16,"rst","pris","meg",1,"pris","meg"
"176",2012-08-16,"rst","laur","shum",1,"laur","shum"
"177",2012-08-16,"rst","nina","glit",1,"nina","glit"
"178",2012-08-17,"rst","meg","nina",1,"meg","nina"
"179",2012-08-20,"rst","arwe","dott",1,"arwe","dott"
"180",2012-08-20,"rst","nina","glit",1,"nina","glit"
"181",2012-08-20,"rst","nina","kins",1,"nina","kins"
"182",2012-08-20,"rst","arwe","cycl",1,"arwe","cycl"
"183",2012-08-20,"rst","arwe","cycl",3,"arwe","cycl"
"184",2012-08-20,"rst","dott","cycl",1,"dott","cycl"
"185",2012-08-21,"rst","pris","tear",1,"pris","tear"
"186",2012-08-21,"rst","meg","arwe",1,"meg","arwe"
"187",2012-08-22,"rbm","fay","ocea",1,"fay","ocea"
"188",2012-08-22,"rbm","fay","ocea",1,"fay","ocea"
"189",2012-08-22,"rbm","scar","holl",1,"scar","holl"
"190",2012-08-23,"rbm","sash","wokb",1,"sash","wokb"
"191",2012-08-24,"rbm","sash","holl",1,"sash","holl"
"192",2012-08-24,"rbm","sash","carm",1,"sash","carm"
"193",2012-08-24,"rbm","sash","fay",1,"sash","fay"
"194",2012-08-28,"rst","pris","ruby",1,"pris","ruby"
"195",2012-08-28,"rst","tear","laur",1,"tear","laur"
"196",2012-08-29,"pt","oliv","max",1,"oliv","max"
"197",2012-08-30,"rbm","king","rasp",1,"king","rasp"
"198",2012-08-30,"rbm","sash","holl",1,"sash","holl"
"199",2012-08-31,"rbm","holl","wokb",1,"holl","wokb"
"200",2012-08-31,"pt","puzz","glad",1,"puzz","glad"
"201",2012-09-03,"rbm","sash","carm",1,"sash","carm"
"202",2012-09-03,"rbm","sash","carm",1,"sash","carm"
"203",2012-09-03,"rbm","fay","ocea",1,"fay","ocea"
"204",2012-09-03,"rbm","sash","ocea",1,"sash","ocea"
"205",2012-09-03,"rbm","sash","fay",1,"sash","fay"
"206",2012-09-03,"rbm","sash","carm",1,"sash","carm"
"207",2012-09-04,"rbm","sash","holl",1,"sash","holl"
"208",2012-09-06,"rst","alla","dant",1,"alla","dant"
"209",2012-09-06,"rst","pris","meg",1,"pris","meg"
"210",2012-09-07,"rst","pris","arwe",1,"pris","arwe"
"211",2012-09-07,"rst","mand","kins",1,"mand","kins"
"212",2012-09-07,"rst","dott","ella",1,"dott","ella"
"213",2012-09-07,"rst","laur","shum",1,"laur","shum"
"214",2012-09-07,"rst","pris","dott",1,"pris","dott"
"215",2012-09-10,"rbm","scar","phoe",1,"scar","phoe"
"216",2012-09-10,"rbm","ocea","beli",1,"ocea","beli"
"217",2012-09-10,"rbm","fay","carm",1,"fay","carm"
"218",2012-09-13,"rst","laya","glit",1,"laya","glit"
"219",2012-09-13,"rst","meg","dott",1,"meg","dott"
"220",2012-09-13,"rst","laya","ella",1,"laya","ella"
"221",2012-09-17,"rst","ella","ruby",1,"ella","ruby"
"222",2012-09-20,"pt","trac","herm",1,"trac","herm"
"223",2012-09-20,"rbm","sash","phoe",1,"sash","phoe"
"224",2012-09-21,"rbm","sash","fay",1,"sash","fay"
"225",2012-09-21,"rbm","zool","rasp",1,"zool","rasp"
"226",2012-09-24,"rbm","sash","ocea",1,"sash","ocea"
"227",2012-09-24,"rbm","fay","ging",1,"fay","ging"
"228",2012-09-24,"rbm","scar","holl",1,"scar","holl"
"229",2012-09-24,"rbm","scar","holl",1,"scar","holl"
"230",2012-09-24,"pt","mick","keit",1,"mick","keit"
"231",2012-09-24,"pt","keit","mick",1,"keit","mick"
"232",2012-09-25,"rbm","fay","wokb",1,"fay","wokb"
"233",2012-09-25,"rbm","sash","fay",1,"sash","fay"
"234",2012-09-25,"rbm","scar","carm",1,"scar","carm"
"235",2012-09-25,"pt","trac","tren",1,"trac","tren"
"236",2012-09-25,"rbm","sash","beli",1,"sash","beli"
"237",2012-09-25,"rbm","sash","ocea",1,"sash","ocea"
"238",2012-09-25,"rbm","scar","wokb",1,"scar","wokb"
"239",2012-09-27,"rst","pris","ruby",1,"pris","ruby"
"240",2012-09-27,"rst","pris","mand",1,"pris","mand"
"241",2012-09-28,"rst","nina","ruby",1,"nina","ruby"
"242",2012-10-01,"rst","mand","cycl",1,"mand","cycl"
"243",2012-10-01,"rst","pris","arwe",1,"pris","arwe"
"244",2012-10-02,"rst","lex","dext",1,"lex","dext"
"245",2012-10-02,"rst","obi","dext",1,"obi","dext"
"246",2012-10-02,"rst","lex","obi",1,"lex","obi"
"247",2012-10-04,"rbm","scar","wokb",1,"scar","wokb"
"248",2012-10-04,"rbm","sash","ging",1,"sash","ging"
"249",2012-10-05,"rbm","sash","carm",1,"sash","carm"
"250",2012-10-05,"rbm","sash","phoe",1,"sash","phoe"
"251",2012-10-05,"rbm","sash","phoe",1,"sash","phoe"
"252",2012-10-05,"rbm","fay","holl",1,"fay","holl"
"253",2012-10-08,"rbm","sash","holl",1,"sash","holl"
"254",2012-10-09,"rbm","fay","wokb",1,"fay","wokb"
"255",2012-10-09,"rbm","fay","holl",1,"fay","holl"
"256",2012-10-09,"rbm","fay","ging",1,"fay","ging"
"257",2012-10-09,"rbm","scar","fay",1,"scar","fay"
"258",2012-10-09,"rbm","fay","carm",1,"fay","carm"
"259",2012-10-09,"rbm","scar","beli",1,"scar","beli"
"260",2012-10-09,"rbm","carm","beli",1,"carm","beli"
"261",2012-10-11,"rst","mand","dott",4,"mand","dott"
"262",2012-10-11,"rst","meg","mand",1,"meg","mand"
"263",2012-10-11,"rst","mand","arwe",1,"mand","arwe"
"264",2012-10-12,"rst","nina","glit",1,"nina","glit"
"265",2012-10-12,"rst","cycl","nina",1,"cycl","nina"
"266",2012-10-15,"rst","arwe","laya",1,"arwe","laya"
"267",2012-10-15,"rst","pris","ruby",1,"pris","ruby"
"268",2012-10-15,"rst","laya","ruby",1,"laya","ruby"
"269",2012-10-15,"rst","pris","dott",1,"pris","dott"
"270",2012-10-16,"rst","laur","ruby",1,"laur","ruby"
"271",2012-10-16,"rst","pris","meg",1,"pris","meg"
"272",2012-10-18,"rbm","holl","beli",1,"holl","beli"
"273",2012-10-18,"rbm","sash","wokb",1,"sash","wokb"
"274",2012-10-21,"rbm","scar","carm",1,"scar","carm"
"275",2012-10-21,"pt","oliv","mick",1,"oliv","mick"
"276",2012-10-22,"rbm","tyle","wokb",2,"tyle","wokb"
"277",2012-10-22,"rbm","sash","carm",1,"sash","carm"
"278",2012-10-22,"rbm","scar","phoe",1,"scar","phoe"
"279",2012-10-22,"rbm","zool","rasp",1,"zool","rasp"
"280",2012-10-22,"rbm","scar","ocea",1,"scar","ocea"
"281",2012-10-22,"rbm","sash","ocea",1,"sash","ocea"
"282",2012-10-22,"pt","daff","herm",1,"daff","herm"
"283",2012-10-22,"rbm","holl","ging",1,"holl","ging"
"284",2012-10-23,"pt","max","glad",1,"max","glad"
"285",2012-10-23,"rbm","wokb","holl",1,"wokb","holl"
"286",2012-10-23,"pt","max","leit",1,"max","leit"
"287",2012-10-23,"pt","puzz","brie",1,"puzz","brie"
"288",2012-10-23,"pt","uthe","glad",1,"uthe","glad"
"289",2012-10-23,"rbm","ging","carm",1,"ging","carm"
"290",2012-10-23,"rbm","phoe","ocea",1,"phoe","ocea"
"291",2012-10-26,"rbm","scar","beli",1,"scar","beli"
"292",2012-10-26,"rst","ella","laur",1,"ella","laur"
"293",2012-10-26,"rbm","rasp","beli",1,"rasp","beli"
"294",2012-10-26,"rbm","tyle","rasp",1,"tyle","rasp"
"295",2012-10-26,"rst","pris","mand",1,"pris","mand"
"296",2012-10-26,"rbm","fay","ging",1,"fay","ging"
"297",2012-10-26,"rst","pris","laur",1,"pris","laur"
"298",2012-10-26,"rst","laur","tear",1,"laur","tear"
"299",2012-10-26,"rbm","king","beli",1,"king","beli"
"300",2012-10-26,"rst","pris","meg",1,"pris","meg"
"301",2012-10-26,"rst","cycl","laya",1,"cycl","laya"
"302",2012-10-26,"rbm","phoe","ocea",1,"phoe","ocea"
"303",2012-10-26,"rbm","zool","beli",1,"zool","beli"
"304",2012-10-26,"rst","ella","kins",1,"ella","kins"
"305",2012-10-26,"rst","nina","kins",1,"nina","kins"
"306",2012-10-26,"rst","nina","glit",1,"nina","glit"
"307",2012-10-26,"rst","laya","nina",1,"laya","nina"
"308",2012-10-26,"rbm","sash","holl",1,"sash","holl"
"309",2012-10-30,"rst","tear","kins",1,"tear","kins"
"310",2012-10-30,"rst","pris","mand",1,"pris","mand"
"311",2012-10-30,"rst","obi","dext",1,"obi","dext"
"312",2012-11-01,"rbm","phoe","ocea",1,"phoe","ocea"
"313",2012-11-01,"rbm","scar","ging",1,"scar","ging"
"314",2012-11-02,"rbm","holl","ocea",1,"holl","ocea"
"315",2012-11-02,"rbm","holl","ocea",1,"holl","ocea"
"316",2012-11-02,"rbm","sash","ocea",1,"sash","ocea"
"317",2012-11-02,"rbm","tyle","king",1,"tyle","king"
"318",2012-11-02,"rbm","scar","holl",1,"scar","holl"
"319",2012-11-02,"rbm","phoe","holl",1,"phoe","holl"
"320",2012-11-02,"rbm","king","phoe",1,"king","phoe"
"321",2012-11-02,"rbm","larr","fay",1,"larr","fay"
"322",2012-11-02,"rbm","tyle","larr",1,"tyle","larr"
"323",2012-11-05,"pt","oliv","puzz",1,"oliv","puzz"
"324",2012-11-05,"pt","puzz","herm",1,"puzz","herm"
"325",2012-11-05,"pt","ralp","puzz",1,"ralp","puzz"
"326",2012-11-05,"pt","brie","lisa",1,"brie","lisa"
"327",2012-11-05,"pt","lisa","herm",1,"lisa","herm"
"328",2012-11-05,"pt","max","puzz",3,"max","puzz"
"329",2012-11-05,"pt","keit","ruth",1,"keit","ruth"
"330",2012-11-05,"pt","max","mick",1,"max","mick"
"331",2012-11-05,"pt","max","tyva",1,"max","tyva"
"332",2012-11-06,"rbm","fay","phoe",1,"fay","phoe"
"333",2012-11-06,"rbm","sash","carm",1,"sash","carm"
"334",2012-11-06,"rbm","zool","holl",1,"zool","holl"
"335",2012-11-06,"rbm","scar","holl",1,"scar","holl"
"336",2012-11-06,"rbm","scar","wokb",1,"scar","wokb"
"337",2012-11-06,"rbm","sash","fay",1,"sash","fay"
"338",2012-11-06,"rbm","sash","scar",1,"sash","scar"
"339",2012-11-08,"rbm","zool","rasp",1,"zool","rasp"
"340",2012-11-08,"rbm","rasp","phoe",1,"rasp","phoe"
"341",2012-11-08,"rbm","rasp","carm",1,"rasp","carm"
"342",2012-11-08,"rbm","wokb","beli",1,"wokb","beli"
"343",2012-11-08,"rbm","sash","ging",1,"sash","ging"
"344",2012-11-08,"rst","meg","cycl",1,"meg","cycl"
"345",2012-11-08,"rbm","tyle","rasp",1,"tyle","rasp"
"346",2012-11-08,"rbm","rasp","larr",1,"rasp","larr"
"347",2012-11-08,"rbm","tyle","rasp",1,"tyle","rasp"
"348",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"349",2012-11-09,"rbm","fay","holl",1,"fay","holl"
"350",2012-11-09,"rbm","rasp","holl",1,"rasp","holl"
"351",2012-11-09,"rbm","rasp","holl",1,"rasp","holl"
"352",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"353",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"354",2012-11-09,"rbm","fay","holl",1,"fay","holl"
"355",2012-11-09,"rbm","fay","holl",1,"fay","holl"
"356",2012-11-09,"rbm","scar","holl",1,"scar","holl"
"357",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"358",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"359",2012-11-09,"rbm","fay","holl",1,"fay","holl"
"360",2012-11-09,"rbm","holl","ocea",1,"holl","ocea"
"361",2012-11-09,"rbm","holl","beli",1,"holl","beli"
"362",2012-11-09,"rbm","fay","holl",1,"fay","holl"
"363",2012-11-09,"rbm","holl","ging",1,"holl","ging"
"364",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"365",2012-11-09,"rbm","holl","ocea",1,"holl","ocea"
"366",2012-11-09,"rbm","sash","holl",1,"sash","holl"
"367",2012-11-09,"rbm","holl","beli",1,"holl","beli"
"368",2012-11-12,"rst","pris","ruby",1,"pris","ruby"
"369",2012-11-12,"rbm","fay","phoe",1,"fay","phoe"
"370",2012-11-12,"rbm","scar","ocea",1,"scar","ocea"
"371",2012-11-12,"rbm","king","rasp",1,"king","rasp"
"372",2012-11-12,"rbm","king","larr",1,"king","larr"
"373",2012-11-12,"rbm","sash","ging",1,"sash","ging"
"374",2012-11-13,"rbm","scar","wokb",1,"scar","wokb"
"375",2012-11-13,"rbm","sash","fay",1,"sash","fay"
"376",2012-11-13,"rbm","king","rasp",1,"king","rasp"
"377",2012-11-13,"rbm","sash","holl",1,"sash","holl"
"378",2012-11-13,"rbm","sash","holl",1,"sash","holl"
"379",2012-11-15,"pt","max","mick",1,"max","mick"
"380",2012-11-15,"pt","oliv","mick",1,"oliv","mick"
"381",2012-11-15,"pt","oliv","keit",1,"oliv","keit"
"382",2012-11-15,"pt","oliv","keit",1,"oliv","keit"
"383",2012-11-15,"pt","oliv","max",1,"oliv","max"
"384",2012-11-15,"pt","oliv","leit",1,"oliv","leit"
"385",2012-11-15,"pt","arby","nige",1,"arby","nige"
"386",2012-11-15,"pt","oliv","ralp",1,"oliv","ralp"
"387",2012-11-15,"pt","brie","puzz",1,"brie","puzz"
"388",2012-11-15,"pt","keit","brie",1,"keit","brie"
"389",2012-11-16,"pt","daff","ruth",1,"daff","ruth"
"390",2012-11-19,"rbm","fay","carm",1,"fay","carm"
"391",2012-11-19,"rbm","scar","phoe",1,"scar","phoe"
"392",2012-11-19,"rbm","scar","holl",1,"scar","holl"
"393",2012-11-19,"rbm","scar","holl",1,"scar","holl"
"394",2012-11-19,"rbm","sash","fay",1,"sash","fay"
"395",2012-11-19,"rbm","sash","fay",1,"sash","fay"
"396",2012-11-19,"rbm","sash","holl",1,"sash","holl"
"397",2012-11-19,"rbm","tyle","rasp",1,"tyle","rasp"
"398",2012-11-22,"pt","trac","herm",1,"trac","herm"
"399",2012-11-22,"pt","dant","obi",1,"dant","obi"
"400",2012-11-22,"pt","obi","bern",1,"obi","bern"
"401",2012-11-22,"pt","trac","puzz",1,"trac","puzz"
"402",2012-11-22,"pt","trac","nige",1,"trac","nige"
"403",2012-11-22,"pt","ralp","trac",1,"ralp","trac"
"404",2012-11-22,"pt","trac","tyva",1,"trac","tyva"
"405",2012-11-23,"rbm","larr","wokb",1,"larr","wokb"
"406",2012-11-23,"rbm","tyle","zool",3,"tyle","zool"
"407",2012-11-23,"rst","xavi","evan",1,"xavi","evan"
"408",2012-11-23,"rbm","sash","holl",1,"sash","holl"
"409",2012-11-23,"rbm","scar","carm",1,"scar","carm"
"410",2012-11-23,"rbm","phoe","holl",1,"phoe","holl"
"411",2012-11-23,"rbm","sash","wokb",1,"sash","wokb"
"412",2012-11-23,"rbm","sash","ocea",1,"sash","ocea"
"413",2012-11-23,"rbm","scar","phoe",1,"scar","phoe"
"414",2012-11-26,"rst","obi","lex",1,"obi","lex"
"415",2012-11-27,"rst","dodg","dext",1,"dodg","dext"
"416",2012-11-29,"pt","oliv","mick",1,"oliv","mick"
"417",2012-11-29,"rbm","sash","phoe",1,"sash","phoe"
"418",2012-11-29,"rbm","scar","carm",1,"scar","carm"
"419",2012-11-29,"pt","trac","puzz",1,"trac","puzz"
"420",2012-11-29,"rbm","sash","ging",1,"sash","ging"
"421",2012-11-29,"pt","trac","tyva",1,"trac","tyva"
"422",2012-11-29,"pt","trac","nige",1,"trac","nige"
"423",2012-11-29,"pt","trac","uthe",1,"trac","uthe"
"424",2012-11-29,"rbm","wokb","beli",1,"wokb","beli"
"425",2012-11-29,"rbm","scar","ging",1,"scar","ging"
"426",2012-11-29,"rbm","holl","ocea",1,"holl","ocea"
"427",2012-11-30,"rbm","scar","wokb",1,"scar","wokb"
"428",2012-11-30,"pt","ralp","mick",1,"ralp","mick"
"429",2012-11-30,"pt","arby","keit",1,"arby","keit"
"430",2012-12-03,"rst","meg","arwe",1,"meg","arwe"
"431",2012-12-03,"rst","pris","arwe",1,"pris","arwe"
"432",2012-12-03,"rst","dodg","valk",1,"dodg","valk"
"433",2012-12-03,"rst","bern","valk",1,"bern","valk"
"434",2012-12-04,"rst","dant","arby",1,"dant","arby"
"435",2012-12-04,"rst","laya","kins",1,"laya","kins"
"436",2012-12-04,"rst","evan","dant",1,"evan","dant"
"437",2012-12-04,"rst","dodg","evan",1,"dodg","evan"
"438",2012-12-12,"pt","uthe","tren",1,"uthe","tren"
"439",2012-12-12,"pt","oliv","uthe",1,"oliv","uthe"
"440",2012-12-12,"pt","arby","uthe",1,"arby","uthe"
"441",2012-12-18,"pt","oliv","ralp",1,"oliv","ralp"
"442",2013-01-07,"rbm","phoe","ocea",1,"phoe","ocea"
"443",2013-01-07,"rbm","zool","wokb",1,"zool","wokb"
"444",2013-01-08,"pt","puzz","tyva",1,"puzz","tyva"
